Code	Site	Block	Plot	Point	Treatment	Depth	Date	SWC
139	Gamir	1	6	5	Drought	30	31/3/2017	10.7
140	Gamir	1	6	5	Drought	40	31/3/2017	12.6
141	Gamir	1	6	6	Drought	10	31/3/2017	14.1
142	Gamir	1	6	6	Drought	20	31/3/2017	17.2
143	Gamir	1	6	6	Drought	30	31/3/2017	18.7
144	Gamir	1	6	6	Drought	40	31/3/2017	20.3
1	Gamir	1	1	1	Control	10	30/4/2017	27.1
2	Gamir	1	1	1	Control	20	30/4/2017	30.8
3	Gamir	1	1	1	Control	30	30/4/2017	27.2
4	Gamir	1	1	1	Control	40	30/4/2017	25.7
5	Gamir	1	1	2	Control	10	30/4/2017	27.8
6	Gamir	1	1	2	Control	20	30/4/2017	26.1
7	Gamir	1	1	2	Control	30	30/4/2017	28.1
8	Gamir	1	1	2	Control	40	30/4/2017	23.1
9	Gamir	1	1	3	Control	10	30/4/2017	21.0
10	Gamir	1	1	3	Control	20	30/4/2017	27.0
11	Gamir	1	1	3	Control	30	30/4/2017	28.1
12	Gamir	1	1	3	Control	40	30/4/2017	28.7
13	Gamir	1	1	4	Control	10	30/4/2017	29.6
14	Gamir	1	1	4	Control	20	30/4/2017	24.9
15	Gamir	1	1	4	Control	30	30/4/2017	23.0
16	Gamir	1	1	4	Control	40	30/4/2017	26.3
17	Gamir	1	1	5	Control	10	30/4/2017	27.5
18	Gamir	1	1	5	Control	20	30/4/2017	26.6
19	Gamir	1	1	5	Control	30	30/4/2017	27.4
20	Gamir	1	1	5	Control	40	30/4/2017	23.6
21	Gamir	1	1	6	Control	10	30/4/2017	23.2
22	Gamir	1	1	6	Control	20	30/4/2017	24.7
23	Gamir	1	1	6	Control	30	30/4/2017	27.5
24	Gamir	1	1	6	Control	40	30/4/2017	34.6
25	Gamir	2	2	1	Control	10	30/4/2017	24.3
26	Gamir	2	2	1	Control	20	30/4/2017	23.2
27	Gamir	2	2	1	Control	30	30/4/2017	26.1
28	Gamir	2	2	1	Control	40	30/4/2017	26.0
29	Gamir	2	2	2	Control	10	30/4/2017	24.7
30	Gamir	2	2	2	Control	20	30/4/2017	30.4
31	Gamir	2	2	2	Control	30	30/4/2017	33.2
32	Gamir	2	2	2	Control	40	30/4/2017	34.8
33	Gamir	2	2	3	Control	10	30/4/2017	23.7
34	Gamir	2	2	3	Control	20	30/4/2017	31.8
35	Gamir	2	2	3	Control	30	30/4/2017	32.0
36	Gamir	2	2	3	Control	40	30/4/2017	32.3
37	Gamir	2	2	4	Control	10	30/4/2017	22.9
38	Gamir	2	2	4	Control	20	30/4/2017	22.3
39	Gamir	2	2	4	Control	30	30/4/2017	19.8
40	Gamir	2	2	4	Control	40	30/4/2017	16.8
41	Gamir	2	2	5	Control	10	30/4/2017	21.4
42	Gamir	2	2	5	Control	20	30/4/2017	25.4
43	Gamir	2	2	5	Control	30	30/4/2017	21.7
44	Gamir	2	2	5	Control	40	30/4/2017	25.4
45	Gamir	2	2	6	Control	10	30/4/2017	23.6
46	Gamir	2	2	6	Control	20	30/4/2017	17.7
47	Gamir	2	2	6	Control	30	30/4/2017	33.2
48	Gamir	2	2	6	Control	40	30/4/2017	37.7
49	Gamir	2	3	1	Drought	10	30/4/2017	33.5
50	Gamir	2	3	1	Drought	20	30/4/2017	33.0
51	Gamir	2	3	1	Drought	30	30/4/2017	36.9
52	Gamir	2	3	1	Drought	40	30/4/2017	38.0
53	Gamir	2	3	2	Drought	10	30/4/2017	21.9
54	Gamir	2	3	2	Drought	20	30/4/2017	23.1
55	Gamir	2	3	2	Drought	30	30/4/2017	23.7
56	Gamir	2	3	2	Drought	40	30/4/2017	24.8
57	Gamir	2	3	3	Drought	10	30/4/2017	23.7
58	Gamir	2	3	3	Drought	20	30/4/2017	23.4
59	Gamir	2	3	3	Drought	30	30/4/2017	22.3
60	Gamir	2	3	3	Drought	40	30/4/2017	24.2
61	Gamir	2	3	4	Drought	10	30/4/2017	23.4
62	Gamir	2	3	4	Drought	20	30/4/2017	29.1
63	Gamir	2	3	4	Drought	30	30/4/2017	33.2
64	Gamir	2	3	4	Drought	40	30/4/2017	31.2
65	Gamir	2	3	5	Drought	10	30/4/2017	27.2
66	Gamir	2	3	5	Drought	20	30/4/2017	23.0
67	Gamir	2	3	5	Drought	30	30/4/2017	23.0
68	Gamir	2	3	5	Drought	40	30/4/2017	22.2
69	Gamir	2	3	6	Drought	10	30/4/2017	18.7
70	Gamir	2	3	6	Drought	20	30/4/2017	28.2
71	Gamir	2	3	6	Drought	30	30/4/2017	30.0
72	Gamir	2	3	6	Drought	40	30/4/2017	31.4
73	Gamir	3	4	1	Drought	10	30/4/2017	17.0
74	Gamir	3	4	1	Drought	20	30/4/2017	21.9
75	Gamir	3	4	1	Drought	30	30/4/2017	20.2
76	Gamir	3	4	1	Drought	40	30/4/2017	23.5
77	Gamir	3	4	2	Drought	10	30/4/2017	24.9
78	Gamir	3	4	2	Drought	20	30/4/2017	24.3
79	Gamir	3	4	2	Drought	30	30/4/2017	23.8
80	Gamir	3	4	2	Drought	40	30/4/2017	22.9
81	Gamir	3	4	3	Drought	10	30/4/2017	17.5
82	Gamir	3	4	3	Drought	20	30/4/2017	15.4
83	Gamir	3	4	3	Drought	30	30/4/2017	19.5
84	Gamir	3	4	3	Drought	40	30/4/2017	19.2
85	Gamir	3	4	4	Drought	10	30/4/2017	24.8
86	Gamir	3	4	4	Drought	20	30/4/2017	20.5
87	Gamir	3	4	4	Drought	30	30/4/2017	17.9
88	Gamir	3	4	4	Drought	40	30/4/2017	17.7
89	Gamir	3	4	5	Drought	10	30/4/2017	22.6
90	Gamir	3	4	5	Drought	20	30/4/2017	24.4
91	Gamir	3	4	5	Drought	30	30/4/2017	26.8
92	Gamir	3	4	5	Drought	40	30/4/2017	28.8
93	Gamir	3	4	6	Drought	10	30/4/2017	23.0
94	Gamir	3	4	6	Drought	20	30/4/2017	19.3
95	Gamir	3	4	6	Drought	30	30/4/2017	17.2
96	Gamir	3	4	6	Drought	40	30/4/2017	18.3
97	Gamir	3	5	1	Control	10	30/4/2017	20.4
98	Gamir	3	5	1	Control	20	30/4/2017	21.8
99	Gamir	3	5	1	Control	30	30/4/2017	21.8
100	Gamir	3	5	1	Control	40	30/4/2017	24.2
101	Gamir	3	5	2	Control	10	30/4/2017	17.2
102	Gamir	3	5	2	Control	20	30/4/2017	17.9
103	Gamir	3	5	2	Control	30	30/4/2017	16.9
104	Gamir	3	5	2	Control	40	30/4/2017	18.5
105	Gamir	3	5	3	Control	10	30/4/2017	14.3
106	Gamir	3	5	3	Control	20	30/4/2017	23.5
107	Gamir	3	5	3	Control	30	30/4/2017	22.4
108	Gamir	3	5	3	Control	40	30/4/2017	20.8
109	Gamir	3	5	4	Control	10	30/4/2017	25.8
110	Gamir	3	5	4	Control	20	30/4/2017	22.6
111	Gamir	3	5	4	Control	30	30/4/2017	27.5
112	Gamir	3	5	4	Control	40	30/4/2017	25.3
113	Gamir	3	5	5	Control	10	30/4/2017	28.6
114	Gamir	3	5	5	Control	20	30/4/2017	23.8
115	Gamir	3	5	5	Control	30	30/4/2017	26.9
116	Gamir	3	5	5	Control	40	30/4/2017	24.7
117	Gamir	3	5	6	Control	10	30/4/2017	14.5
118	Gamir	3	5	6	Control	20	30/4/2017	18.0
119	Gamir	3	5	6	Control	30	30/4/2017	19.3
120	Gamir	3	5	6	Control	40	30/4/2017	23.9
121	Gamir	1	6	1	Drought	10	30/4/2017	18.2
122	Gamir	1	6	1	Drought	20	30/4/2017	16.0
123	Gamir	1	6	1	Drought	30	30/4/2017	14.0
124	Gamir	1	6	1	Drought	40	30/4/2017	13.7
125	Gamir	1	6	2	Drought	10	30/4/2017	26.3
126	Gamir	1	6	2	Drought	20	30/4/2017	26.9
127	Gamir	1	6	2	Drought	30	30/4/2017	20.9
128	Gamir	1	6	2	Drought	40	30/4/2017	20.6
129	Gamir	1	6	3	Drought	10	30/4/2017	21.4
130	Gamir	1	6	3	Drought	20	30/4/2017	17.9
131	Gamir	1	6	3	Drought	30	30/4/2017	18.3
132	Gamir	1	6	3	Drought	40	30/4/2017	12.4
133	Gamir	1	6	4	Drought	10	30/4/2017	24.1
134	Gamir	1	6	4	Drought	20	30/4/2017	19.7
135	Gamir	1	6	4	Drought	30	30/4/2017	15.7
136	Gamir	1	6	4	Drought	40	30/4/2017	13.8
137	Gamir	1	6	5	Drought	10	30/4/2017	16.4
138	Gamir	1	6	5	Drought	20	30/4/2017	13.5
139	Gamir	1	6	5	Drought	30	30/4/2017	10.9
140	Gamir	1	6	5	Drought	40	30/4/2017	12.5
141	Gamir	1	6	6	Drought	10	30/4/2017	15.4
142	Gamir	1	6	6	Drought	20	30/4/2017	17.1
143	Gamir	1	6	6	Drought	30	30/4/2017	17.4
144	Gamir	1	6	6	Drought	40	30/4/2017	18.6
1	Gamir	1	1	1	Control	10	14/5/2017	24.3
2	Gamir	1	1	1	Control	20	14/5/2017	27.0
3	Gamir	1	1	1	Control	30	14/5/2017	23.5
4	Gamir	1	1	1	Control	40	14/5/2017	23.7
5	Gamir	1	1	2	Control	10	14/5/2017	26.7
6	Gamir	1	1	2	Control	20	14/5/2017	24.8
7	Gamir	1	1	2	Control	30	14/5/2017	26.8
8	Gamir	1	1	2	Control	40	14/5/2017	22.5
9	Gamir	1	1	3	Control	10	14/5/2017	20.5
10	Gamir	1	1	3	Control	20	14/5/2017	25.7
11	Gamir	1	1	3	Control	30	14/5/2017	27.0
12	Gamir	1	1	3	Control	40	14/5/2017	27.3
13	Gamir	1	1	4	Control	10	14/5/2017	28.9
14	Gamir	1	1	4	Control	20	14/5/2017	23.9
15	Gamir	1	1	4	Control	30	14/5/2017	22.2
16	Gamir	1	1	4	Control	40	14/5/2017	25.3
17	Gamir	1	1	5	Control	10	14/5/2017	26.1
18	Gamir	1	1	5	Control	20	14/5/2017	25.8
19	Gamir	1	1	5	Control	30	14/5/2017	26.2
20	Gamir	1	1	5	Control	40	14/5/2017	22.1
21	Gamir	1	1	6	Control	10	14/5/2017	23.8
22	Gamir	1	1	6	Control	20	14/5/2017	24.2
23	Gamir	1	1	6	Control	30	14/5/2017	26.9
24	Gamir	1	1	6	Control	40	14/5/2017	34.0
25	Gamir	2	2	1	Control	10	14/5/2017	23.6
26	Gamir	2	2	1	Control	20	14/5/2017	22.2
27	Gamir	2	2	1	Control	30	14/5/2017	24.9
28	Gamir	2	2	1	Control	40	14/5/2017	25.0
29	Gamir	2	2	2	Control	10	14/5/2017	23.1
30	Gamir	2	2	2	Control	20	14/5/2017	29.5
31	Gamir	2	2	2	Control	30	14/5/2017	32.1
32	Gamir	2	2	2	Control	40	14/5/2017	32.9
33	Gamir	2	2	3	Control	10	14/5/2017	22.9
34	Gamir	2	2	3	Control	20	14/5/2017	30.5
35	Gamir	2	2	3	Control	30	14/5/2017	30.7
36	Gamir	2	2	3	Control	40	14/5/2017	30.4
37	Gamir	2	2	4	Control	10	14/5/2017	22.6
38	Gamir	2	2	4	Control	20	14/5/2017	21.4
39	Gamir	2	2	4	Control	30	14/5/2017	19.2
40	Gamir	2	2	4	Control	40	14/5/2017	15.7
41	Gamir	2	2	5	Control	10	14/5/2017	19.5
42	Gamir	2	2	5	Control	20	14/5/2017	22.1
43	Gamir	2	2	5	Control	30	14/5/2017	21.2
44	Gamir	2	2	5	Control	40	14/5/2017	23.5
45	Gamir	2	2	6	Control	10	14/5/2017	23.2
46	Gamir	2	2	6	Control	20	14/5/2017	16.9
47	Gamir	2	2	6	Control	30	14/5/2017	32.0
48	Gamir	2	2	6	Control	40	14/5/2017	35.6
49	Gamir	2	3	1	Drought	10	14/5/2017	32.2
50	Gamir	2	3	1	Drought	20	14/5/2017	31.5
51	Gamir	2	3	1	Drought	30	14/5/2017	36.1
52	Gamir	2	3	1	Drought	40	14/5/2017	37.2
53	Gamir	2	3	2	Drought	10	14/5/2017	22.1
54	Gamir	2	3	2	Drought	20	14/5/2017	24.0
55	Gamir	2	3	2	Drought	30	14/5/2017	23.7
56	Gamir	2	3	2	Drought	40	14/5/2017	24.0
57	Gamir	2	3	3	Drought	10	14/5/2017	29.3
58	Gamir	2	3	3	Drought	20	14/5/2017	22.7
59	Gamir	2	3	3	Drought	30	14/5/2017	21.3
60	Gamir	2	3	3	Drought	40	14/5/2017	23.1
61	Gamir	2	3	4	Drought	10	14/5/2017	23.1
62	Gamir	2	3	4	Drought	20	14/5/2017	27.6
63	Gamir	2	3	4	Drought	30	14/5/2017	31.7
64	Gamir	2	3	4	Drought	40	14/5/2017	29.1
65	Gamir	2	3	5	Drought	10	14/5/2017	26.8
66	Gamir	2	3	5	Drought	20	14/5/2017	22.1
67	Gamir	2	3	5	Drought	30	14/5/2017	22.7
68	Gamir	2	3	5	Drought	40	14/5/2017	21.7
69	Gamir	2	3	6	Drought	10	14/5/2017	17.1
70	Gamir	2	3	6	Drought	20	14/5/2017	27.0
71	Gamir	2	3	6	Drought	30	14/5/2017	29.2
72	Gamir	2	3	6	Drought	40	14/5/2017	31.0
73	Gamir	3	4	1	Drought	10	14/5/2017	17.8
74	Gamir	3	4	1	Drought	20	14/5/2017	19.8
75	Gamir	3	4	1	Drought	30	14/5/2017	17.7
76	Gamir	3	4	1	Drought	40	14/5/2017	20.9
77	Gamir	3	4	2	Drought	10	14/5/2017	22.7
78	Gamir	3	4	2	Drought	20	14/5/2017	22.7
79	Gamir	3	4	2	Drought	30	14/5/2017	19.9
80	Gamir	3	4	2	Drought	40	14/5/2017	19.6
81	Gamir	3	4	3	Drought	10	14/5/2017	15.1
82	Gamir	3	4	3	Drought	20	14/5/2017	12.1
83	Gamir	3	4	3	Drought	30	14/5/2017	19.5
84	Gamir	3	4	3	Drought	40	14/5/2017	18.1
85	Gamir	3	4	4	Drought	10	14/5/2017	22.6
86	Gamir	3	4	4	Drought	20	14/5/2017	18.6
87	Gamir	3	4	4	Drought	30	14/5/2017	16.5
88	Gamir	3	4	4	Drought	40	14/5/2017	15.9
89	Gamir	3	4	5	Drought	10	14/5/2017	22.5
90	Gamir	3	4	5	Drought	20	14/5/2017	24.0
91	Gamir	3	4	5	Drought	30	14/5/2017	26.7
92	Gamir	3	4	5	Drought	40	14/5/2017	28.1
93	Gamir	3	4	6	Drought	10	14/5/2017	23.1
94	Gamir	3	4	6	Drought	20	14/5/2017	18.6
95	Gamir	3	4	6	Drought	30	14/5/2017	15.9
96	Gamir	3	4	6	Drought	40	14/5/2017	17.0
97	Gamir	3	5	1	Control	10	14/5/2017	20.2
98	Gamir	3	5	1	Control	20	14/5/2017	21.6
99	Gamir	3	5	1	Control	30	14/5/2017	21.4
100	Gamir	3	5	1	Control	40	14/5/2017	23.3
101	Gamir	3	5	2	Control	10	14/5/2017	15.2
102	Gamir	3	5	2	Control	20	14/5/2017	16.6
103	Gamir	3	5	2	Control	30	14/5/2017	15.8
104	Gamir	3	5	2	Control	40	14/5/2017	17.6
105	Gamir	3	5	3	Control	10	14/5/2017	14.0
106	Gamir	3	5	3	Control	20	14/5/2017	21.7
107	Gamir	3	5	3	Control	30	14/5/2017	20.2
108	Gamir	3	5	3	Control	40	14/5/2017	19.1
109	Gamir	3	5	4	Control	10	14/5/2017	25.5
110	Gamir	3	5	4	Control	20	14/5/2017	22.1
111	Gamir	3	5	4	Control	30	14/5/2017	30.3
112	Gamir	3	5	4	Control	40	14/5/2017	24.1
113	Gamir	3	5	5	Control	10	14/5/2017	27.4
114	Gamir	3	5	5	Control	20	14/5/2017	22.7
115	Gamir	3	5	5	Control	30	14/5/2017	25.2
116	Gamir	3	5	5	Control	40	14/5/2017	22.9
117	Gamir	3	5	6	Control	10	14/5/2017	14.4
118	Gamir	3	5	6	Control	20	14/5/2017	17.4
119	Gamir	3	5	6	Control	30	14/5/2017	19.8
120	Gamir	3	5	6	Control	40	14/5/2017	22.7
121	Gamir	1	6	1	Drought	10	14/5/2017	18.3
122	Gamir	1	6	1	Drought	20	14/5/2017	16.1
123	Gamir	1	6	1	Drought	30	14/5/2017	14.1
124	Gamir	1	6	1	Drought	40	14/5/2017	13.4
125	Gamir	1	6	2	Drought	10	14/5/2017	26.3
126	Gamir	1	6	2	Drought	20	14/5/2017	27.6
127	Gamir	1	6	2	Drought	30	14/5/2017	20.5
128	Gamir	1	6	2	Drought	40	14/5/2017	20.4
129	Gamir	1	6	3	Drought	10	14/5/2017	20.1
130	Gamir	1	6	3	Drought	20	14/5/2017	17.6
131	Gamir	1	6	3	Drought	30	14/5/2017	18.8
132	Gamir	1	6	3	Drought	40	14/5/2017	13.0
133	Gamir	1	6	4	Drought	10	14/5/2017	22.2
134	Gamir	1	6	4	Drought	20	14/5/2017	18.7
135	Gamir	1	6	4	Drought	30	14/5/2017	15.1
136	Gamir	1	6	4	Drought	40	14/5/2017	13.6
137	Gamir	1	6	5	Drought	10	14/5/2017	17.0
138	Gamir	1	6	5	Drought	20	14/5/2017	13.4
139	Gamir	1	6	5	Drought	30	14/5/2017	11.0
140	Gamir	1	6	5	Drought	40	14/5/2017	12.7
141	Gamir	1	6	6	Drought	10	14/5/2017	15.1
142	Gamir	1	6	6	Drought	20	14/5/2017	17.3
143	Gamir	1	6	6	Drought	30	14/5/2017	17.6
144	Gamir	1	6	6	Drought	40	14/5/2017	19.0
1	Gamir	1	1	1	Control	10	01/06/2017	12.8
2	Gamir	1	1	1	Control	20	01/06/2017	19.8
3	Gamir	1	1	1	Control	30	01/06/2017	19.5
4	Gamir	1	1	1	Control	40	01/06/2017	20.2
5	Gamir	1	1	2	Control	10	01/06/2017	16.3
6	Gamir	1	1	2	Control	20	01/06/2017	13.9
7	Gamir	1	1	2	Control	30	01/06/2017	19.0
8	Gamir	1	1	2	Control	40	01/06/2017	18.6
9	Gamir	1	1	3	Control	10	01/06/2017	12.2
10	Gamir	1	1	3	Control	20	01/06/2017	16.9
11	Gamir	1	1	3	Control	30	01/06/2017	20.4
12	Gamir	1	1	3	Control	40	01/06/2017	23.1
13	Gamir	1	1	4	Control	10	01/06/2017	19.1
14	Gamir	1	1	4	Control	20	01/06/2017	17.0
15	Gamir	1	1	4	Control	30	01/06/2017	18.0
16	Gamir	1	1	4	Control	40	01/06/2017	21.4
17	Gamir	1	1	5	Control	10	01/06/2017	14.7
18	Gamir	1	1	5	Control	20	01/06/2017	14.4
19	Gamir	1	1	5	Control	30	01/06/2017	16.9
20	Gamir	1	1	5	Control	40	01/06/2017	15.3
21	Gamir	1	1	6	Control	10	01/06/2017	12.5
22	Gamir	1	1	6	Control	20	01/06/2017	17.4
23	Gamir	1	1	6	Control	30	01/06/2017	22.7
24	Gamir	1	1	6	Control	40	01/06/2017	29.7
25	Gamir	2	2	1	Control	10	01/06/2017	13.6
26	Gamir	2	2	1	Control	20	01/06/2017	16.3
27	Gamir	2	2	1	Control	30	01/06/2017	18.6
28	Gamir	2	2	1	Control	40	01/06/2017	19.2
29	Gamir	2	2	2	Control	10	01/06/2017	10.4
30	Gamir	2	2	2	Control	20	01/06/2017	23.5
31	Gamir	2	2	2	Control	30	01/06/2017	25.3
32	Gamir	2	2	2	Control	40	01/06/2017	25.0
33	Gamir	2	2	3	Control	10	01/06/2017	15.3
34	Gamir	2	2	3	Control	20	01/06/2017	23.7
35	Gamir	2	2	3	Control	30	01/06/2017	22.2
36	Gamir	2	2	3	Control	40	01/06/2017	21.7
37	Gamir	2	2	4	Control	10	01/06/2017	14.2
38	Gamir	2	2	4	Control	20	01/06/2017	17.3
39	Gamir	2	2	4	Control	30	01/06/2017	14.7
40	Gamir	2	2	4	Control	40	01/06/2017	12.5
41	Gamir	2	2	5	Control	10	01/06/2017	10.2
42	Gamir	2	2	5	Control	20	01/06/2017	19.1
43	Gamir	2	2	5	Control	30	01/06/2017	17.4
44	Gamir	2	2	5	Control	40	01/06/2017	19.3
45	Gamir	2	2	6	Control	10	01/06/2017	19.3
46	Gamir	2	2	6	Control	20	01/06/2017	13.7
47	Gamir	2	2	6	Control	30	01/06/2017	27.3
48	Gamir	2	2	6	Control	40	01/06/2017	31.4
49	Gamir	2	3	1	Drought	10	01/06/2017	16.1
50	Gamir	2	3	1	Drought	20	01/06/2017	17.9
51	Gamir	2	3	1	Drought	30	01/06/2017	26.9
52	Gamir	2	3	1	Drought	40	01/06/2017	29.2
53	Gamir	2	3	2	Drought	10	01/06/2017	15.3
54	Gamir	2	3	2	Drought	20	01/06/2017	18.0
55	Gamir	2	3	2	Drought	30	01/06/2017	19.4
56	Gamir	2	3	2	Drought	40	01/06/2017	20.5
57	Gamir	2	3	3	Drought	10	01/06/2017	13.3
58	Gamir	2	3	3	Drought	20	01/06/2017	17.2
59	Gamir	2	3	3	Drought	30	01/06/2017	16.6
60	Gamir	2	3	3	Drought	40	01/06/2017	19.2
61	Gamir	2	3	4	Drought	10	01/06/2017	9.1
62	Gamir	2	3	4	Drought	20	01/06/2017	16.2
63	Gamir	2	3	4	Drought	30	01/06/2017	21.4
64	Gamir	2	3	4	Drought	40	01/06/2017	20.0
65	Gamir	2	3	5	Drought	10	01/06/2017	16.6
66	Gamir	2	3	5	Drought	20	01/06/2017	13.5
67	Gamir	2	3	5	Drought	30	01/06/2017	16.5
68	Gamir	2	3	5	Drought	40	01/06/2017	20.0
69	Gamir	2	3	6	Drought	10	01/06/2017	8.1
70	Gamir	2	3	6	Drought	20	01/06/2017	16.3
71	Gamir	2	3	6	Drought	30	01/06/2017	19.7
72	Gamir	2	3	6	Drought	40	01/06/2017	23.8
73	Gamir	3	4	1	Drought	10	01/06/2017	12.4
74	Gamir	3	4	1	Drought	20	01/06/2017	14.5
75	Gamir	3	4	1	Drought	30	01/06/2017	12.3
76	Gamir	3	4	1	Drought	40	01/06/2017	14.4
77	Gamir	3	4	2	Drought	10	01/06/2017	11.1
78	Gamir	3	4	2	Drought	20	01/06/2017	13.7
79	Gamir	3	4	2	Drought	30	01/06/2017	13.7
80	Gamir	3	4	2	Drought	40	01/06/2017	14.4
81	Gamir	3	4	3	Drought	10	01/06/2017	8.8
82	Gamir	3	4	3	Drought	20	01/06/2017	9.8
83	Gamir	3	4	3	Drought	30	01/06/2017	16.1
84	Gamir	3	4	3	Drought	40	01/06/2017	15.3
85	Gamir	3	4	4	Drought	10	01/06/2017	13.7
86	Gamir	3	4	4	Drought	20	01/06/2017	12.1
87	Gamir	3	4	4	Drought	30	01/06/2017	12.5
88	Gamir	3	4	4	Drought	40	01/06/2017	11.8
89	Gamir	3	4	5	Drought	10	01/06/2017	13.2
90	Gamir	3	4	5	Drought	20	01/06/2017	16.1
91	Gamir	3	4	5	Drought	30	01/06/2017	19.0
92	Gamir	3	4	5	Drought	40	01/06/2017	22.5
93	Gamir	3	4	6	Drought	10	01/06/2017	12.9
94	Gamir	3	4	6	Drought	20	01/06/2017	13.6
95	Gamir	3	4	6	Drought	30	01/06/2017	10.8
96	Gamir	3	4	6	Drought	40	01/06/2017	12.3
97	Gamir	3	5	1	Control	10	01/06/2017	9.6
98	Gamir	3	5	1	Control	20	01/06/2017	13.0
99	Gamir	3	5	1	Control	30	01/06/2017	15.2
100	Gamir	3	5	1	Control	40	01/06/2017	18.6
101	Gamir	3	5	2	Control	10	01/06/2017	8.7
102	Gamir	3	5	2	Control	20	01/06/2017	12.8
103	Gamir	3	5	2	Control	30	01/06/2017	12.9
104	Gamir	3	5	2	Control	40	01/06/2017	14.3
105	Gamir	3	5	3	Control	10	01/06/2017	7.1
106	Gamir	3	5	3	Control	20	01/06/2017	11.1
107	Gamir	3	5	3	Control	30	01/06/2017	12.2
108	Gamir	3	5	3	Control	40	01/06/2017	14.5
109	Gamir	3	5	4	Control	10	01/06/2017	15.6
110	Gamir	3	5	4	Control	20	01/06/2017	13.0
111	Gamir	3	5	4	Control	30	01/06/2017	22.0
112	Gamir	3	5	4	Control	40	01/06/2017	16.5
113	Gamir	3	5	5	Control	10	01/06/2017	17.1
114	Gamir	3	5	5	Control	20	01/06/2017	15.3
115	Gamir	3	5	5	Control	30	01/06/2017	18.7
116	Gamir	3	5	5	Control	40	01/06/2017	17.6
117	Gamir	3	5	6	Control	10	01/06/2017	8.6
118	Gamir	3	5	6	Control	20	01/06/2017	11.2
119	Gamir	3	5	6	Control	30	01/06/2017	16.7
120	Gamir	3	5	6	Control	40	01/06/2017	20.7
121	Gamir	1	6	1	Drought	10	01/06/2017	11.8
122	Gamir	1	6	1	Drought	20	01/06/2017	14.1
123	Gamir	1	6	1	Drought	30	01/06/2017	12.4
124	Gamir	1	6	1	Drought	40	01/06/2017	11.2
125	Gamir	1	6	2	Drought	10	01/06/2017	14.5
126	Gamir	1	6	2	Drought	20	01/06/2017	21.6
127	Gamir	1	6	2	Drought	30	01/06/2017	16.1
128	Gamir	1	6	2	Drought	40	01/06/2017	16.6
129	Gamir	1	6	3	Drought	10	01/06/2017	10.0
130	Gamir	1	6	3	Drought	20	01/06/2017	10.6
131	Gamir	1	6	3	Drought	30	01/06/2017	14.8
132	Gamir	1	6	3	Drought	40	01/06/2017	10.7
133	Gamir	1	6	4	Drought	10	01/06/2017	13.3
134	Gamir	1	6	4	Drought	20	01/06/2017	15.6
135	Gamir	1	6	4	Drought	30	01/06/2017	12.6
136	Gamir	1	6	4	Drought	40	01/06/2017	11.5
137	Gamir	1	6	5	Drought	10	01/06/2017	13.4
138	Gamir	1	6	5	Drought	20	01/06/2017	12.0
139	Gamir	1	6	5	Drought	30	01/06/2017	9.9
140	Gamir	1	6	5	Drought	40	01/06/2017	11.6
141	Gamir	1	6	6	Drought	10	01/06/2017	7.2
142	Gamir	1	6	6	Drought	20	01/06/2017	14.1
143	Gamir	1	6	6	Drought	30	01/06/2017	15.5
144	Gamir	1	6	6	Drought	40	01/06/2017	16.4
1	Gamir	1	1	1	Control	10	10/07/2017	11.8
2	Gamir	1	1	1	Control	20	10/07/2017	18.3
3	Gamir	1	1	1	Control	30	10/07/2017	17.3
4	Gamir	1	1	1	Control	40	10/07/2017	16.6
5	Gamir	1	1	2	Control	10	10/07/2017	14.1
6	Gamir	1	1	2	Control	20	10/07/2017	12.1
7	Gamir	1	1	2	Control	30	10/07/2017	17.0
8	Gamir	1	1	2	Control	40	10/07/2017	16.3
9	Gamir	1	1	3	Control	10	10/07/2017	8.5
10	Gamir	1	1	3	Control	20	10/07/2017	12.7
11	Gamir	1	1	3	Control	30	10/07/2017	14.4
12	Gamir	1	1	3	Control	40	10/07/2017	15.0
13	Gamir	1	1	4	Control	10	10/07/2017	16.0
14	Gamir	1	1	4	Control	20	10/07/2017	14.1
15	Gamir	1	1	4	Control	30	10/07/2017	12.1
16	Gamir	1	1	4	Control	40	10/07/2017	11.4
17	Gamir	1	1	5	Control	10	10/07/2017	12.0
18	Gamir	1	1	5	Control	20	10/07/2017	11.9
19	Gamir	1	1	5	Control	30	10/07/2017	14.1
20	Gamir	1	1	5	Control	40	10/07/2017	12.1
21	Gamir	1	1	6	Control	10	10/07/2017	8.3
22	Gamir	1	1	6	Control	20	10/07/2017	14.2
23	Gamir	1	1	6	Control	30	10/07/2017	15.2
24	Gamir	1	1	6	Control	40	10/07/2017	18.3
25	Gamir	2	2	1	Control	10	10/07/2017	9.6
26	Gamir	2	2	1	Control	20	10/07/2017	10.5
27	Gamir	2	2	1	Control	30	10/07/2017	12.6
28	Gamir	2	2	1	Control	40	10/07/2017	14.0
29	Gamir	2	2	2	Control	10	10/07/2017	5.6
30	Gamir	2	2	2	Control	20	10/07/2017	13.9
31	Gamir	2	2	2	Control	30	10/07/2017	14.7
32	Gamir	2	2	2	Control	40	10/07/2017	15.3
33	Gamir	2	2	3	Control	10	10/07/2017	8.8
34	Gamir	2	2	3	Control	20	10/07/2017	14.3
35	Gamir	2	2	3	Control	30	10/07/2017	15.2
36	Gamir	2	2	3	Control	40	10/07/2017	16.6
