Code	Site	Block	Plot	Point	Treatment	Depth	Date	SWC
3	Gamir	1	1	1	Control	30	28/7/2016	17.9
4	Gamir	1	1	1	Control	40	28/7/2016	18.3
5	Gamir	1	1	2	Control	10	28/7/2016	13.5
6	Gamir	1	1	2	Control	20	28/7/2016	12.6
7	Gamir	1	1	2	Control	30	28/7/2016	15.7
8	Gamir	1	1	2	Control	40	28/7/2016	16.4
9	Gamir	1	1	3	Control	10	28/7/2016	7.5
10	Gamir	1	1	3	Control	20	28/7/2016	12.9
11	Gamir	1	1	3	Control	30	28/7/2016	16.3
12	Gamir	1	1	3	Control	40	28/7/2016	17.7
13	Gamir	1	1	4	Control	10	28/7/2016	14.4
14	Gamir	1	1	4	Control	20	28/7/2016	14.7
15	Gamir	1	1	4	Control	30	28/7/2016	13.5
16	Gamir	1	1	4	Control	40	28/7/2016	15.4
17	Gamir	1	1	5	Control	10	28/7/2016	NA
18	Gamir	1	1	5	Control	20	28/7/2016	NA
19	Gamir	1	1	5	Control	30	28/7/2016	NA
20	Gamir	1	1	5	Control	40	28/7/2016	NA
21	Gamir	1	1	6	Control	10	28/7/2016	NA
22	Gamir	1	1	6	Control	20	28/7/2016	NA
23	Gamir	1	1	6	Control	30	28/7/2016	NA
24	Gamir	1	1	6	Control	40	28/7/2016	NA
25	Gamir	2	2	1	Control	10	28/7/2016	9.0
26	Gamir	2	2	1	Control	20	28/7/2016	11.5
27	Gamir	2	2	1	Control	30	28/7/2016	11.7
28	Gamir	2	2	1	Control	40	28/7/2016	14.0
29	Gamir	2	2	2	Control	10	28/7/2016	3.9
30	Gamir	2	2	2	Control	20	28/7/2016	13.4
31	Gamir	2	2	2	Control	30	28/7/2016	11.3
32	Gamir	2	2	2	Control	40	28/7/2016	13.1
33	Gamir	2	2	3	Control	10	28/7/2016	4.4
34	Gamir	2	2	3	Control	20	28/7/2016	15.6
35	Gamir	2	2	3	Control	30	28/7/2016	17.3
36	Gamir	2	2	3	Control	40	28/7/2016	17.7
37	Gamir	2	2	4	Control	10	28/7/2016	8.3
38	Gamir	2	2	4	Control	20	28/7/2016	8.7
39	Gamir	2	2	4	Control	30	28/7/2016	9.1
40	Gamir	2	2	4	Control	40	28/7/2016	10.9
41	Gamir	2	2	5	Control	10	28/7/2016	NA
42	Gamir	2	2	5	Control	20	28/7/2016	NA
43	Gamir	2	2	5	Control	30	28/7/2016	NA
44	Gamir	2	2	5	Control	40	28/7/2016	NA
45	Gamir	2	2	6	Control	10	28/7/2016	NA
46	Gamir	2	2	6	Control	20	28/7/2016	NA
47	Gamir	2	2	6	Control	30	28/7/2016	NA
48	Gamir	2	2	6	Control	40	28/7/2016	NA
49	Gamir	2	3	1	Drought	10	28/7/2016	16.0
50	Gamir	2	3	1	Drought	20	28/7/2016	12.0
51	Gamir	2	3	1	Drought	30	28/7/2016	18.1
52	Gamir	2	3	1	Drought	40	28/7/2016	21.0
53	Gamir	2	3	2	Drought	10	28/7/2016	8.4
54	Gamir	2	3	2	Drought	20	28/7/2016	15.9
55	Gamir	2	3	2	Drought	30	28/7/2016	15.1
56	Gamir	2	3	2	Drought	40	28/7/2016	17.9
57	Gamir	2	3	3	Drought	10	28/7/2016	9.4
58	Gamir	2	3	3	Drought	20	28/7/2016	13.5
59	Gamir	2	3	3	Drought	30	28/7/2016	13.1
60	Gamir	2	3	3	Drought	40	28/7/2016	13.5
61	Gamir	2	3	4	Drought	10	28/7/2016	6.5
62	Gamir	2	3	4	Drought	20	28/7/2016	12.3
63	Gamir	2	3	4	Drought	30	28/7/2016	18.6
64	Gamir	2	3	4	Drought	40	28/7/2016	14.0
65	Gamir	2	3	5	Drought	10	28/7/2016	NA
66	Gamir	2	3	5	Drought	20	28/7/2016	NA
67	Gamir	2	3	5	Drought	30	28/7/2016	NA
68	Gamir	2	3	5	Drought	40	28/7/2016	NA
69	Gamir	2	3	6	Drought	10	28/7/2016	NA
70	Gamir	2	3	6	Drought	20	28/7/2016	NA
71	Gamir	2	3	6	Drought	30	28/7/2016	NA
72	Gamir	2	3	6	Drought	40	28/7/2016	NA
73	Gamir	3	4	1	Drought	10	28/7/2016	8.6
74	Gamir	3	4	1	Drought	20	28/7/2016	13.5
75	Gamir	3	4	1	Drought	30	28/7/2016	10.5
76	Gamir	3	4	1	Drought	40	28/7/2016	11.2
77	Gamir	3	4	2	Drought	10	28/7/2016	7.1
78	Gamir	3	4	2	Drought	20	28/7/2016	13.0
79	Gamir	3	4	2	Drought	30	28/7/2016	13.6
80	Gamir	3	4	2	Drought	40	28/7/2016	13.6
81	Gamir	3	4	3	Drought	10	28/7/2016	6.6
82	Gamir	3	4	3	Drought	20	28/7/2016	8.6
83	Gamir	3	4	3	Drought	30	28/7/2016	13.6
84	Gamir	3	4	3	Drought	40	28/7/2016	12.3
85	Gamir	3	4	4	Drought	10	28/7/2016	11.3
86	Gamir	3	4	4	Drought	20	28/7/2016	10.1
87	Gamir	3	4	4	Drought	30	28/7/2016	8.8
88	Gamir	3	4	4	Drought	40	28/7/2016	7.9
89	Gamir	3	4	5	Drought	10	28/7/2016	NA
90	Gamir	3	4	5	Drought	20	28/7/2016	NA
91	Gamir	3	4	5	Drought	30	28/7/2016	NA
92	Gamir	3	4	5	Drought	40	28/7/2016	NA
93	Gamir	3	4	6	Drought	10	28/7/2016	NA
94	Gamir	3	4	6	Drought	20	28/7/2016	NA
95	Gamir	3	4	6	Drought	30	28/7/2016	NA
96	Gamir	3	4	6	Drought	40	28/7/2016	NA
97	Gamir	3	5	1	Control	10	28/7/2016	4.6
98	Gamir	3	5	1	Control	20	28/7/2016	11.4
99	Gamir	3	5	1	Control	30	28/7/2016	11.4
100	Gamir	3	5	1	Control	40	28/7/2016	13.9
101	Gamir	3	5	2	Control	10	28/7/2016	5.1
102	Gamir	3	5	2	Control	20	28/7/2016	7.5
103	Gamir	3	5	2	Control	30	28/7/2016	8.8
104	Gamir	3	5	2	Control	40	28/7/2016	8.9
105	Gamir	3	5	3	Control	10	28/7/2016	2.8
106	Gamir	3	5	3	Control	20	28/7/2016	8.6
107	Gamir	3	5	3	Control	30	28/7/2016	10.9
108	Gamir	3	5	3	Control	40	28/7/2016	12.4
109	Gamir	3	5	4	Control	10	28/7/2016	11.9
110	Gamir	3	5	4	Control	20	28/7/2016	10.4
111	Gamir	3	5	4	Control	30	28/7/2016	14.9
112	Gamir	3	5	4	Control	40	28/7/2016	11.4
113	Gamir	3	5	5	Control	10	28/7/2016	NA
114	Gamir	3	5	5	Control	20	28/7/2016	NA
115	Gamir	3	5	5	Control	30	28/7/2016	NA
116	Gamir	3	5	5	Control	40	28/7/2016	NA
117	Gamir	3	5	6	Control	10	28/7/2016	NA
118	Gamir	3	5	6	Control	20	28/7/2016	NA
119	Gamir	3	5	6	Control	30	28/7/2016	NA
120	Gamir	3	5	6	Control	40	28/7/2016	NA
121	Gamir	1	6	1	Drought	10	28/7/2016	8.8
122	Gamir	1	6	1	Drought	20	28/7/2016	13.2
123	Gamir	1	6	1	Drought	30	28/7/2016	11.2
124	Gamir	1	6	1	Drought	40	28/7/2016	11.6
125	Gamir	1	6	2	Drought	10	28/7/2016	8.5
126	Gamir	1	6	2	Drought	20	28/7/2016	11.8
127	Gamir	1	6	2	Drought	30	28/7/2016	10.4
128	Gamir	1	6	2	Drought	40	28/7/2016	12.5
129	Gamir	1	6	3	Drought	10	28/7/2016	7.3
130	Gamir	1	6	3	Drought	20	28/7/2016	8.5
131	Gamir	1	6	3	Drought	30	28/7/2016	17.5
132	Gamir	1	6	3	Drought	40	28/7/2016	9.8
133	Gamir	1	6	4	Drought	10	28/7/2016	9.0
134	Gamir	1	6	4	Drought	20	28/7/2016	13.3
135	Gamir	1	6	4	Drought	30	28/7/2016	10.9
136	Gamir	1	6	4	Drought	40	28/7/2016	10.0
137	Gamir	1	6	5	Drought	10	28/7/2016	NA
138	Gamir	1	6	5	Drought	20	28/7/2016	NA
139	Gamir	1	6	5	Drought	30	28/7/2016	NA
140	Gamir	1	6	5	Drought	40	28/7/2016	NA
141	Gamir	1	6	6	Drought	10	28/7/2016	NA
142	Gamir	1	6	6	Drought	20	28/7/2016	NA
143	Gamir	1	6	6	Drought	30	28/7/2016	NA
144	Gamir	1	6	6	Drought	40	28/7/2016	NA
1	Gamir	1	1	1	Control	10	24/8/2016	10.4
2	Gamir	1	1	1	Control	20	24/8/2016	16.3
3	Gamir	1	1	1	Control	30	24/8/2016	16.5
4	Gamir	1	1	1	Control	40	24/8/2016	16.2
5	Gamir	1	1	2	Control	10	24/8/2016	12.7
6	Gamir	1	1	2	Control	20	24/8/2016	11.6
7	Gamir	1	1	2	Control	30	24/8/2016	14.0
8	Gamir	1	1	2	Control	40	24/8/2016	14.9
9	Gamir	1	1	3	Control	10	24/8/2016	6.3
10	Gamir	1	1	3	Control	20	24/8/2016	11.3
11	Gamir	1	1	3	Control	30	24/8/2016	13.9
12	Gamir	1	1	3	Control	40	24/8/2016	14.1
13	Gamir	1	1	4	Control	10	24/8/2016	12.5
14	Gamir	1	1	4	Control	20	24/8/2016	13.0
15	Gamir	1	1	4	Control	30	24/8/2016	10.8
16	Gamir	1	1	4	Control	40	24/8/2016	11.6
17	Gamir	1	1	5	Control	10	24/8/2016	NA
18	Gamir	1	1	5	Control	20	24/8/2016	NA
19	Gamir	1	1	5	Control	30	24/8/2016	NA
20	Gamir	1	1	5	Control	40	24/8/2016	NA
21	Gamir	1	1	6	Control	10	24/8/2016	NA
22	Gamir	1	1	6	Control	20	24/8/2016	NA
23	Gamir	1	1	6	Control	30	24/8/2016	NA
24	Gamir	1	1	6	Control	40	24/8/2016	NA
25	Gamir	2	2	1	Control	10	24/8/2016	7.8
26	Gamir	2	2	1	Control	20	24/8/2016	11.0
27	Gamir	2	2	1	Control	30	24/8/2016	10.1
28	Gamir	2	2	1	Control	40	24/8/2016	11.7
29	Gamir	2	2	2	Control	10	24/8/2016	1.7
30	Gamir	2	2	2	Control	20	24/8/2016	12.1
31	Gamir	2	2	2	Control	30	24/8/2016	10.0
32	Gamir	2	2	2	Control	40	24/8/2016	10.8
33	Gamir	2	2	3	Control	10	24/8/2016	5.0
34	Gamir	2	2	3	Control	20	24/8/2016	12.4
35	Gamir	2	2	3	Control	30	24/8/2016	13.1
36	Gamir	2	2	3	Control	40	24/8/2016	13.9
37	Gamir	2	2	4	Control	10	24/8/2016	7.4
38	Gamir	2	2	4	Control	20	24/8/2016	8.1
39	Gamir	2	2	4	Control	30	24/8/2016	8.2
40	Gamir	2	2	4	Control	40	24/8/2016	8.8
41	Gamir	2	2	5	Control	10	24/8/2016	NA
42	Gamir	2	2	5	Control	20	24/8/2016	NA
43	Gamir	2	2	5	Control	30	24/8/2016	NA
44	Gamir	2	2	5	Control	40	24/8/2016	NA
45	Gamir	2	2	6	Control	10	24/8/2016	NA
46	Gamir	2	2	6	Control	20	24/8/2016	NA
47	Gamir	2	2	6	Control	30	24/8/2016	NA
48	Gamir	2	2	6	Control	40	24/8/2016	NA
49	Gamir	2	3	1	Drought	10	24/8/2016	15.7
50	Gamir	2	3	1	Drought	20	24/8/2016	11.3
51	Gamir	2	3	1	Drought	30	24/8/2016	17.2
52	Gamir	2	3	1	Drought	40	24/8/2016	18.1
53	Gamir	2	3	2	Drought	10	24/8/2016	7.3
54	Gamir	2	3	2	Drought	20	24/8/2016	14.6
55	Gamir	2	3	2	Drought	30	24/8/2016	13.0
56	Gamir	2	3	2	Drought	40	24/8/2016	13.4
57	Gamir	2	3	3	Drought	10	24/8/2016	8.9
58	Gamir	2	3	3	Drought	20	24/8/2016	12.0
59	Gamir	2	3	3	Drought	30	24/8/2016	10.8
60	Gamir	2	3	3	Drought	40	24/8/2016	11.0
61	Gamir	2	3	4	Drought	10	24/8/2016	5.7
62	Gamir	2	3	4	Drought	20	24/8/2016	11.5
63	Gamir	2	3	4	Drought	30	24/8/2016	17.5
64	Gamir	2	3	4	Drought	40	24/8/2016	12.1
65	Gamir	2	3	5	Drought	10	24/8/2016	NA
66	Gamir	2	3	5	Drought	20	24/8/2016	NA
67	Gamir	2	3	5	Drought	30	24/8/2016	NA
68	Gamir	2	3	5	Drought	40	24/8/2016	NA
69	Gamir	2	3	6	Drought	10	24/8/2016	NA
70	Gamir	2	3	6	Drought	20	24/8/2016	NA
71	Gamir	2	3	6	Drought	30	24/8/2016	NA
72	Gamir	2	3	6	Drought	40	24/8/2016	NA
73	Gamir	3	4	1	Drought	10	24/8/2016	8.1
74	Gamir	3	4	1	Drought	20	24/8/2016	12.5
75	Gamir	3	4	1	Drought	30	24/8/2016	9.6
76	Gamir	3	4	1	Drought	40	24/8/2016	10.2
77	Gamir	3	4	2	Drought	10	24/8/2016	6.6
78	Gamir	3	4	2	Drought	20	24/8/2016	12.2
79	Gamir	3	4	2	Drought	30	24/8/2016	12.8
80	Gamir	3	4	2	Drought	40	24/8/2016	12.7
81	Gamir	3	4	3	Drought	10	24/8/2016	6.1
82	Gamir	3	4	3	Drought	20	24/8/2016	8.0
83	Gamir	3	4	3	Drought	30	24/8/2016	12.4
84	Gamir	3	4	3	Drought	40	24/8/2016	10.9
85	Gamir	3	4	4	Drought	10	24/8/2016	10.4
86	Gamir	3	4	4	Drought	20	24/8/2016	9.0
87	Gamir	3	4	4	Drought	30	24/8/2016	8.1
88	Gamir	3	4	4	Drought	40	24/8/2016	7.1
89	Gamir	3	4	5	Drought	10	24/8/2016	NA
90	Gamir	3	4	5	Drought	20	24/8/2016	NA
91	Gamir	3	4	5	Drought	30	24/8/2016	NA
92	Gamir	3	4	5	Drought	40	24/8/2016	NA
93	Gamir	3	4	6	Drought	10	24/8/2016	NA
94	Gamir	3	4	6	Drought	20	24/8/2016	NA
95	Gamir	3	4	6	Drought	30	24/8/2016	NA
96	Gamir	3	4	6	Drought	40	24/8/2016	NA
97	Gamir	3	5	1	Control	10	24/8/2016	3.9
98	Gamir	3	5	1	Control	20	24/8/2016	10.5
99	Gamir	3	5	1	Control	30	24/8/2016	10.3
100	Gamir	3	5	1	Control	40	24/8/2016	11.5
101	Gamir	3	5	2	Control	10	24/8/2016	4.6
102	Gamir	3	5	2	Control	20	24/8/2016	6.3
103	Gamir	3	5	2	Control	30	24/8/2016	7.6
104	Gamir	3	5	2	Control	40	24/8/2016	6.7
105	Gamir	3	5	3	Control	10	24/8/2016	2.0
106	Gamir	3	5	3	Control	20	24/8/2016	7.8
107	Gamir	3	5	3	Control	30	24/8/2016	9.9
108	Gamir	3	5	3	Control	40	24/8/2016	11.5
109	Gamir	3	5	4	Control	10	24/8/2016	10.8
110	Gamir	3	5	4	Control	20	24/8/2016	9.5
111	Gamir	3	5	4	Control	30	24/8/2016	13.9
112	Gamir	3	5	4	Control	40	24/8/2016	10.3
113	Gamir	3	5	5	Control	10	24/8/2016	NA
114	Gamir	3	5	5	Control	20	24/8/2016	NA
115	Gamir	3	5	5	Control	30	24/8/2016	NA
116	Gamir	3	5	5	Control	40	24/8/2016	NA
117	Gamir	3	5	6	Control	10	24/8/2016	NA
118	Gamir	3	5	6	Control	20	24/8/2016	NA
119	Gamir	3	5	6	Control	30	24/8/2016	NA
120	Gamir	3	5	6	Control	40	24/8/2016	NA
121	Gamir	1	6	1	Drought	10	24/8/2016	8.0
122	Gamir	1	6	1	Drought	20	24/8/2016	12.6
123	Gamir	1	6	1	Drought	30	24/8/2016	10.5
124	Gamir	1	6	1	Drought	40	24/8/2016	10.7
125	Gamir	1	6	2	Drought	10	24/8/2016	7.1
126	Gamir	1	6	2	Drought	20	24/8/2016	10.0
127	Gamir	1	6	2	Drought	30	24/8/2016	8.7
128	Gamir	1	6	2	Drought	40	24/8/2016	9.4
129	Gamir	1	6	3	Drought	10	24/8/2016	5.4
130	Gamir	1	6	3	Drought	20	24/8/2016	7.1
131	Gamir	1	6	3	Drought	30	24/8/2016	13.0
132	Gamir	1	6	3	Drought	40	24/8/2016	7.7
133	Gamir	1	6	4	Drought	10	24/8/2016	7.6
134	Gamir	1	6	4	Drought	20	24/8/2016	11.0
135	Gamir	1	6	4	Drought	30	24/8/2016	8.5
136	Gamir	1	6	4	Drought	40	24/8/2016	8.5
137	Gamir	1	6	5	Drought	10	24/8/2016	NA
138	Gamir	1	6	5	Drought	20	24/8/2016	NA
139	Gamir	1	6	5	Drought	30	24/8/2016	NA
140	Gamir	1	6	5	Drought	40	24/8/2016	NA
141	Gamir	1	6	6	Drought	10	24/8/2016	NA
142	Gamir	1	6	6	Drought	20	24/8/2016	NA
143	Gamir	1	6	6	Drought	30	24/8/2016	NA
144	Gamir	1	6	6	Drought	40	24/8/2016	NA
1	Gamir	1	1	1	Control	10	15/9/2016	10.7
2	Gamir	1	1	1	Control	20	15/9/2016	15.5
3	Gamir	1	1	1	Control	30	15/9/2016	15.6
4	Gamir	1	1	1	Control	40	15/9/2016	15.3
5	Gamir	1	1	2	Control	10	15/9/2016	13.6
6	Gamir	1	1	2	Control	20	15/9/2016	11.2
7	Gamir	1	1	2	Control	30	15/9/2016	13.4
8	Gamir	1	1	2	Control	40	15/9/2016	14.0
9	Gamir	1	1	3	Control	10	15/9/2016	5.9
10	Gamir	1	1	3	Control	20	15/9/2016	10.6
11	Gamir	1	1	3	Control	30	15/9/2016	13.1
12	Gamir	1	1	3	Control	40	15/9/2016	13.1
13	Gamir	1	1	4	Control	10	15/9/2016	12.9
14	Gamir	1	1	4	Control	20	15/9/2016	12.3
15	Gamir	1	1	4	Control	30	15/9/2016	9.8
16	Gamir	1	1	4	Control	40	15/9/2016	10.6
17	Gamir	1	1	5	Control	10	15/9/2016	NA
18	Gamir	1	1	5	Control	20	15/9/2016	NA
19	Gamir	1	1	5	Control	30	15/9/2016	NA
20	Gamir	1	1	5	Control	40	15/9/2016	NA
21	Gamir	1	1	6	Control	10	15/9/2016	NA
22	Gamir	1	1	6	Control	20	15/9/2016	NA
23	Gamir	1	1	6	Control	30	15/9/2016	NA
24	Gamir	1	1	6	Control	40	15/9/2016	NA
25	Gamir	2	2	1	Control	10	15/9/2016	12.5
26	Gamir	2	2	1	Control	20	15/9/2016	10.8
27	Gamir	2	2	1	Control	30	15/9/2016	9.5
28	Gamir	2	2	1	Control	40	15/9/2016	11.0
29	Gamir	2	2	2	Control	10	15/9/2016	5.0
30	Gamir	2	2	2	Control	20	15/9/2016	14.1
31	Gamir	2	2	2	Control	30	15/9/2016	9.4
32	Gamir	2	2	2	Control	40	15/9/2016	10.1
33	Gamir	2	2	3	Control	10	15/9/2016	5.3
34	Gamir	2	2	3	Control	20	15/9/2016	11.1
35	Gamir	2	2	3	Control	30	15/9/2016	10.8
36	Gamir	2	2	3	Control	40	15/9/2016	11.7
37	Gamir	2	2	4	Control	10	15/9/2016	9.0
38	Gamir	2	2	4	Control	20	15/9/2016	8.5
39	Gamir	2	2	4	Control	30	15/9/2016	7.4
40	Gamir	2	2	4	Control	40	15/9/2016	8.0
41	Gamir	2	2	5	Control	10	15/9/2016	NA
42	Gamir	2	2	5	Control	20	15/9/2016	NA
43	Gamir	2	2	5	Control	30	15/9/2016	NA
44	Gamir	2	2	5	Control	40	15/9/2016	NA
45	Gamir	2	2	6	Control	10	15/9/2016	NA
46	Gamir	2	2	6	Control	20	15/9/2016	NA
47	Gamir	2	2	6	Control	30	15/9/2016	NA
48	Gamir	2	2	6	Control	40	15/9/2016	NA
49	Gamir	2	3	1	Drought	10	15/9/2016	15.3
50	Gamir	2	3	1	Drought	20	15/9/2016	11.1
51	Gamir	2	3	1	Drought	30	15/9/2016	16.7
52	Gamir	2	3	1	Drought	40	15/9/2016	17.3
53	Gamir	2	3	2	Drought	10	15/9/2016	6.9
54	Gamir	2	3	2	Drought	20	15/9/2016	13.7
55	Gamir	2	3	2	Drought	30	15/9/2016	11.8
56	Gamir	2	3	2	Drought	40	15/9/2016	11.7
57	Gamir	2	3	3	Drought	10	15/9/2016	8.5
58	Gamir	2	3	3	Drought	20	15/9/2016	11.5
59	Gamir	2	3	3	Drought	30	15/9/2016	10.1
60	Gamir	2	3	3	Drought	40	15/9/2016	9.7
61	Gamir	2	3	4	Drought	10	15/9/2016	5.5
62	Gamir	2	3	4	Drought	20	15/9/2016	13.4
63	Gamir	2	3	4	Drought	30	15/9/2016	17.1
64	Gamir	2	3	4	Drought	40	15/9/2016	11.5
65	Gamir	2	3	5	Drought	10	15/9/2016	NA
66	Gamir	2	3	5	Drought	20	15/9/2016	NA
67	Gamir	2	3	5	Drought	30	15/9/2016	NA
68	Gamir	2	3	5	Drought	40	15/9/2016	NA
69	Gamir	2	3	6	Drought	10	15/9/2016	NA
70	Gamir	2	3	6	Drought	20	15/9/2016	NA
71	Gamir	2	3	6	Drought	30	15/9/2016	NA
72	Gamir	2	3	6	Drought	40	15/9/2016	NA
73	Gamir	3	4	1	Drought	10	15/9/2016	7.8
74	Gamir	3	4	1	Drought	20	15/9/2016	11.9
75	Gamir	3	4	1	Drought	30	15/9/2016	9.2
76	Gamir	3	4	1	Drought	40	15/9/2016	9.9
77	Gamir	3	4	2	Drought	10	15/9/2016	7.2
78	Gamir	3	4	2	Drought	20	15/9/2016	11.8
79	Gamir	3	4	2	Drought	30	15/9/2016	12.1
80	Gamir	3	4	2	Drought	40	15/9/2016	12.2
81	Gamir	3	4	3	Drought	10	15/9/2016	5.7
82	Gamir	3	4	3	Drought	20	15/9/2016	7.9
83	Gamir	3	4	3	Drought	30	15/9/2016	12.0
84	Gamir	3	4	3	Drought	40	15/9/2016	10.5
85	Gamir	3	4	4	Drought	10	15/9/2016	10.0
86	Gamir	3	4	4	Drought	20	15/9/2016	8.6
87	Gamir	3	4	4	Drought	30	15/9/2016	7.6
88	Gamir	3	4	4	Drought	40	15/9/2016	6.7
89	Gamir	3	4	5	Drought	10	15/9/2016	NA
90	Gamir	3	4	5	Drought	20	15/9/2016	NA
91	Gamir	3	4	5	Drought	30	15/9/2016	NA
92	Gamir	3	4	5	Drought	40	15/9/2016	NA
93	Gamir	3	4	6	Drought	10	15/9/2016	NA
94	Gamir	3	4	6	Drought	20	15/9/2016	NA
95	Gamir	3	4	6	Drought	30	15/9/2016	NA
96	Gamir	3	4	6	Drought	40	15/9/2016	NA
97	Gamir	3	5	1	Control	10	15/9/2016	4.0
98	Gamir	3	5	1	Control	20	15/9/2016	11.5
99	Gamir	3	5	1	Control	30	15/9/2016	9.9
100	Gamir	3	5	1	Control	40	15/9/2016	10.6
101	Gamir	3	5	2	Control	10	15/9/2016	8.1
102	Gamir	3	5	2	Control	20	15/9/2016	6.5
103	Gamir	3	5	2	Control	30	15/9/2016	6.6
104	Gamir	3	5	2	Control	40	15/9/2016	6.3
105	Gamir	3	5	3	Control	10	15/9/2016	1.8
106	Gamir	3	5	3	Control	20	15/9/2016	7.3
107	Gamir	3	5	3	Control	30	15/9/2016	9.4
108	Gamir	3	5	3	Control	40	15/9/2016	11.0
109	Gamir	3	5	4	Control	10	15/9/2016	10.3
110	Gamir	3	5	4	Control	20	15/9/2016	9.3
111	Gamir	3	5	4	Control	30	15/9/2016	13.4
112	Gamir	3	5	4	Control	40	15/9/2016	10.1
113	Gamir	3	5	5	Control	10	15/9/2016	NA
114	Gamir	3	5	5	Control	20	15/9/2016	NA
115	Gamir	3	5	5	Control	30	15/9/2016	NA
116	Gamir	3	5	5	Control	40	15/9/2016	NA
117	Gamir	3	5	6	Control	10	15/9/2016	NA
118	Gamir	3	5	6	Control	20	15/9/2016	NA
119	Gamir	3	5	6	Control	30	15/9/2016	NA
120	Gamir	3	5	6	Control	40	15/9/2016	NA
121	Gamir	1	6	1	Drought	10	15/9/2016	7.5
122	Gamir	1	6	1	Drought	20	15/9/2016	11.8
123	Gamir	1	6	1	Drought	30	15/9/2016	9.9
124	Gamir	1	6	1	Drought	40	15/9/2016	10.1
125	Gamir	1	6	2	Drought	10	15/9/2016	6.8
126	Gamir	1	6	2	Drought	20	15/9/2016	9.1
127	Gamir	1	6	2	Drought	30	15/9/2016	8.2
128	Gamir	1	6	2	Drought	40	15/9/2016	11.7
129	Gamir	1	6	3	Drought	10	15/9/2016	4.7
130	Gamir	1	6	3	Drought	20	15/9/2016	6.5
131	Gamir	1	6	3	Drought	30	15/9/2016	9.6
132	Gamir	1	6	3	Drought	40	15/9/2016	6.9
133	Gamir	1	6	4	Drought	10	15/9/2016	7.2
134	Gamir	1	6	4	Drought	20	15/9/2016	9.8
135	Gamir	1	6	4	Drought	30	15/9/2016	7.4
136	Gamir	1	6	4	Drought	40	15/9/2016	7.3
137	Gamir	1	6	5	Drought	10	15/9/2016	NA
138	Gamir	1	6	5	Drought	20	15/9/2016	NA
139	Gamir	1	6	5	Drought	30	15/9/2016	NA
140	Gamir	1	6	5	Drought	40	15/9/2016	NA
141	Gamir	1	6	6	Drought	10	15/9/2016	NA
142	Gamir	1	6	6	Drought	20	15/9/2016	NA
143	Gamir	1	6	6	Drought	30	15/9/2016	NA
144	Gamir	1	6	6	Drought	40	15/9/2016	NA
1	Gamir	1	1	1	Control	10	05/10/2016	9.6
2	Gamir	1	1	1	Control	20	05/10/2016	15.3
3	Gamir	1	1	1	Control	30	05/10/2016	15.2
4	Gamir	1	1	1	Control	40	05/10/2016	14.8
5	Gamir	1	1	2	Control	10	05/10/2016	12.4
6	Gamir	1	1	2	Control	20	05/10/2016	11.0
7	Gamir	1	1	2	Control	30	05/10/2016	13.3
8	Gamir	1	1	2	Control	40	05/10/2016	13.8
9	Gamir	1	1	3	Control	10	05/10/2016	5.7
10	Gamir	1	1	3	Control	20	05/10/2016	10.0
11	Gamir	1	1	3	Control	30	05/10/2016	12.8
12	Gamir	1	1	3	Control	40	05/10/2016	12.8
13	Gamir	1	1	4	Control	10	05/10/2016	11.3
14	Gamir	1	1	4	Control	20	05/10/2016	11.8
15	Gamir	1	1	4	Control	30	05/10/2016	9.2
16	Gamir	1	1	4	Control	40	05/10/2016	10.2
17	Gamir	1	1	5	Control	10	05/10/2016	NA
18	Gamir	1	1	5	Control	20	05/10/2016	NA
19	Gamir	1	1	5	Control	30	05/10/2016	NA
20	Gamir	1	1	5	Control	40	05/10/2016	NA
21	Gamir	1	1	6	Control	10	05/10/2016	NA
22	Gamir	1	1	6	Control	20	05/10/2016	NA
23	Gamir	1	1	6	Control	30	05/10/2016	NA
24	Gamir	1	1	6	Control	40	05/10/2016	NA
25	Gamir	2	2	1	Control	10	05/10/2016	7.3
26	Gamir	2	2	1	Control	20	05/10/2016	10.1
27	Gamir	2	2	1	Control	30	05/10/2016	9.2
28	Gamir	2	2	1	Control	40	05/10/2016	10.9
29	Gamir	2	2	2	Control	10	05/10/2016	3.3
30	Gamir	2	2	2	Control	20	05/10/2016	11.2
31	Gamir	2	2	2	Control	30	05/10/2016	9.3
32	Gamir	2	2	2	Control	40	05/10/2016	10.0
33	Gamir	2	2	3	Control	10	05/10/2016	4.3
34	Gamir	2	2	3	Control	20	05/10/2016	10.5
35	Gamir	2	2	3	Control	30	05/10/2016	10.0
36	Gamir	2	2	3	Control	40	05/10/2016	10.9
37	Gamir	2	2	4	Control	10	05/10/2016	7.4
38	Gamir	2	2	4	Control	20	05/10/2016	7.3
39	Gamir	2	2	4	Control	30	05/10/2016	7.2
40	Gamir	2	2	4	Control	40	05/10/2016	7.6
41	Gamir	2	2	5	Control	10	05/10/2016	NA
42	Gamir	2	2	5	Control	20	05/10/2016	NA
43	Gamir	2	2	5	Control	30	05/10/2016	NA
44	Gamir	2	2	5	Control	40	05/10/2016	NA
45	Gamir	2	2	6	Control	10	05/10/2016	NA
46	Gamir	2	2	6	Control	20	05/10/2016	NA
47	Gamir	2	2	6	Control	30	05/10/2016	NA
48	Gamir	2	2	6	Control	40	05/10/2016	NA
49	Gamir	2	3	1	Drought	10	05/10/2016	14.5
